Date,Text,Score
2011-01-02 00:00:00,['nannan'],0
2011-01-05 00:00:00,['nannan'],0
2011-01-10 00:00:00,['nannan'],0
2011-01-04 00:00:00,['nannan'],0
2011-01-08 00:00:00,['nannan'],0
2011-01-07 00:00:00,['nannan'],0
2011-01-11 00:00:00,['nannan'],0
2011-01-06 00:00:00,['nannan'],0
2011-01-03 00:00:00,['nannan'],0
2011-01-13 00:00:00,['nannan'],0
2011-01-14 00:00:00,['nannan'],0
2011-01-16 00:00:00,['nannan'],0
2011-01-18 00:00:00,['nannan'],0
2011-01-19 00:00:00,['nannan'],0
2011-01-21 00:00:00,['nannan'],0
2011-01-23 00:00:00,['nannan'],0
2011-01-24 00:00:00,['nannan'],0
2011-01-17 00:00:00,['nannan'],0
2011-01-15 00:00:00,['nannan'],0
2011-01-26 00:00:00,['nannan'],0
2011-01-27 00:00:00,['nannan'],0
2011-01-01 00:00:00,['nannan'],0
2011-01-09 00:00:00,['nannan'],0
2011-01-31 00:00:00,['nannan'],0
2011-01-29 00:00:00,['nannan'],0
2011-01-22 00:00:00,['nannan'],0
2011-01-20 00:00:00,['nannan'],0
2011-01-12 00:00:00,['nannan'],0
2011-02-04 00:00:00,['nannan'],0
2011-02-03 00:00:00,['nannan'],0
2011-02-05 00:00:00,['nannan'],0
2011-02-07 00:00:00,['nannan'],0
2011-02-08 00:00:00,['nannan'],0
2011-02-09 00:00:00,['nannan'],0
2011-02-10 00:00:00,['nannan'],0
2011-02-06 00:00:00,['nannan'],0
2011-01-25 00:00:00,['nannan'],0
2011-02-12 00:00:00,['nannan'],0
2011-02-13 00:00:00,['nannan'],0
2011-02-15 00:00:00,['nannan'],0
2011-02-17 00:00:00,['nannan'],0
2011-02-14 00:00:00,['nannan'],0
2011-02-16 00:00:00,['nannan'],0
2011-02-20 00:00:00,['nannan'],0
2011-02-19 00:00:00,['nannan'],0
2011-01-28 00:00:00,['nannan'],0
2011-02-23 00:00:00,['nannan'],0
2011-02-11 00:00:00,['nannan'],0
2011-02-22 00:00:00,['nannan'],0
2011-02-26 00:00:00,['nannan'],0
2011-02-25 00:00:00,['nannan'],0
2011-02-27 00:00:00,['nannan'],0
,['nannan'],0
2011-02-28 00:00:00,['nannan'],0
,['nannan'],0
2011-02-24 00:00:00,['nannan'],0
2011-03-01 00:00:00,['nannan'],0
,['nannan'],0
2011-03-02 00:00:00,['nannan'],0
2011-03-05 00:00:00,['nannan'],0
2011-03-03 00:00:00,['nannan'],0
2011-03-07 00:00:00,['nannan'],0
2011-03-08 00:00:00,['nannan'],0
2011-03-09 00:00:00,['nannan'],0
2011-03-10 00:00:00,['nannan'],0
2011-03-06 00:00:00,['nannan'],0
2011-03-11 00:00:00,['nannan'],0
2011-03-12 00:00:00,['nannan'],0
2011-03-13 00:00:00,['nannan'],0
2011-03-15 00:00:00,['nannan'],0
2011-03-14 00:00:00,['nannan'],0
2011-03-16 00:00:00,['nannan'],0
2011-03-18 00:00:00,['nannan'],0
2011-01-30 00:00:00,['nannan'],0
2011-03-04 00:00:00,['nannan'],0
2011-03-21 00:00:00,['nannan'],0
2011-03-19 00:00:00,['nannan'],0
2011-03-23 00:00:00,['nannan'],0
